Lname,Fname,Freq,Times,Rank,Regiment
ROUTLEDGE,ROBERT,0.0,0,Private,715500
HACHE,HECTOR GILBERT,0.0,0,Private,715511
LIVINGSTON,GEORGE THOMAS,0.0,0,Private,715513
CHIASSON,JOSEPH PAUL,0.0,0,Private,715516
MATHESON,THOMAS JAMES,0.0,0,Private,715517
COUTURE,ARTHUR,0.0,0,Private,71552
ROBBINS,FRANK,0.0,0,Private,715531
MCDONALD,MICHAEL,0.0,0,Private,715536
FARRIS,CHARLES,0.0,0,Private,715544
SUTHERLAND,GEORGE WILLIAM,0.0,0,Private,715547
MILLER,JAMES BURTON,0.0,0,Private,715564
WATSON,HAROLD OBER,0.0,0,Private,715573
WILLIAMS,HARRY,0.0,0,Company Sergeant Major,71559
WILLIGAR,LAVETTA,0.0,0,Private,715592
GRAHAM,MAXWELL,0.0,0,Private,715594
BLAIKIE,JOSEPH MCKAY,0.0,0,Lance Corporal,715605
HINDS,GEORGE EARL,0.0,0,Private,715615
BENTLEY,JAMES LESTER,0.0,0,Private,715616
BARTON,WILLIAM JAMES,0.0,0,Private,715617
RAMSEY,EDWIN JAMES,0.0,0,Private,715618
WINSLOW,EDGAR ALLISON,0.0,0,Private,715622
CHAPMAN,WILLIAM PERCY,0.0,0,Private,715631
MERLIN,EDWARD,0.0,0,Sergeant,715639
MUNRO,HARRY WARREN,0.0,0,Private,715639
ROGERS,WILLIAM ALFRED,0.0,0,Private,715641
ADDY,BERESFORD,0.0,0,Private,71566
BOUTILIER,SAMUEL DAN,0.0,0,Private,715674
SOMERS,FRANK,0.0,0,Private,715679
ANDERSON,JOHN GRANT,0.0,0,Private,71568
KENNEDY,RICHARD,0.0,0,Sergeant,715690
PIPPY,WILLIAM,0.0,0,Private,715692
HACKETT,JOSEPH,0.0,0,Lance Serjeant,7157
SPRACKLIN,JOHN GARDNER,0.0,0,Private,715704
CAMERON,HAROLD,0.0,0,Private,715705
LAROCQUE,MEADY,0.0,0,Driver,715708
BISHOP,JOHN NORMAN,0.0,0,Private,71571
MURPHY,FRANK,0.0,0,Driver,715710
CLARKE,ALEXANDER,0.0,0,Private,715712
MURPHY,HENRY JAMES,0.0,0,Sapper,715729
BLOWERS,JOHN THOROLD,0.0,0,Private,71573
BUGDON,WILLIAM EDWARD,0.0,0,Private,715737
BAILLIE,WILLIAM THOMAS,0.0,0,Private,715743
MCPHERSON,WILLIAM STEWART,0.0,0,Corporal,715745
BYERS,JAMES ROLAND,0.0,0,Private,715746
TOMKINSON,FRANK,0.0,0,Lance Corporal,715755
MACLENNAN,ARTHUR COLIN,0.0,0,Lance Corporal,715757
MACGREGOR,JOHN,0.0,0,Private,715759
HUGHES,LORNE ARTHUR,0.0,0,Lance Corporal,715764
DOBSON,DANIEL CLYDE,0.0,0,Private,715765
SUTHERLAND,HUGH JAMES,0.0,0,Private,715766
CHAPMAN,GEORGE,0.0,0,Private,715776
FOWLER,RALPH BURTON,0.0,0,Private,715781
KIRBY,GEORGE BURTON,0.0,0,Private,715791
SMITH,ROBERT HAZEN,0.0,0,Private,715820
ARCHIBALD,EVERETT FORESTER,0.0,0,Private,715822
CARR,GUY BERTRAM,0.0,0,Private,715825
MACLEOD,PHILIP,0.0,0,Private,715826
CROOKS,JAMES ROLAND,0.0,0,Private,715831
MANISFIELD,WILLIAM,0.0,0,Private,715835
GOLDSTEIN,JACK,0.0,0,Private,715842
JAMES,FRANK,0.0,0,Private,715844
MCMULLIN,ANTHONY,0.0,0,Sergeant,715849
BARRY,THOMAS,0.0,0,Private,715855
CAMERON,DUGALD,0.0,0,Private,715856
MCLEAN,HECTOR FRANCIS,0.0,0,Private,715872
CROOKS,RUSSELL,0.0,0,Private,715877
STANCOMBE,WILFRED ERNEST,0.0,0,Private,715882
LEADBETTER,FREDERICK,0.0,0,Private,715888
DECOSTE,RAYMOND,0.0,0,Private,715895
JORDAN,WILFRED,0.0,0,Private,715917
MILLARD,ARTHUR,0.0,0,Private,715918
LARTER,PERCY,0.0,0,Private,715921
MCDONALD,MILBURN MUNRO,0.0,0,Private,715925
SIMMS,ANDREW,0.0,0,Private,715928
MCBAIN,WALTER ALEXANDER,0.0,0,Private,715930
ULOTH,WILLIAM THOMAS,0.0,0,Corporal,715933
SMITH,ANDREW,0.0,0,Private,715934
BAGGS,JOHN GEORGE,0.0,0,Private,715935
MACDONALD,JOHN PETER,0.0,0,Private,715937
JEANS,SAMUEL JAMES,0.0,0,Private,715938
ROSE,ALBERT,0.0,0,Private,715950
MCCALLUM,ARTHUR,0.0,0,Private,715951
SMITH,JAMES,0.0,0,Sapper,715978
MCRAE,ALEXANDER,0.0,0,Private,715985
MCKENZIE,JOHN HECTOR,0.0,0,Private,715987
HAMILTON,WILLIAM EASTWOOD GREEN,0.0,0,Sergeant,71599
TALLAMY,WILFRED,0.0,0,Private,716
HARDMAN,JOSEPH OLIVER,0.0,0,Driver,716
MITCHELL,FRANK,0.0,0,Private,716
ADAMS,JOHN JOSEPH,0.0,0,Private,716001
FOUGERE,ALEXANDER,0.0,0,Private,716054
MCKENZIE,JAMES,0.0,0,Private,716064
HUTCHINSON,HECTOR EARLE,0.0,0,Private,716066
PARSONS,JAMES LEANDER,0.0,0,Private,716068
MACCULLOUGH,CLIFFORD,0.0,0,Private,716091
PULRING,EDWARD,0.0,0,Private,716092
KELLY,JAMES,0.0,0,Private,7161
WEATHERBEE,GEORGE ROBERT,0.0,0,Private,716109
MACLEAN,RONALD,0.0,0,Private,716117
CAMERON,JAMES ALEXANDER,0.0,0,Lance Corporal,716118
STASUK,YWAN,0.0,0,Private,716119
GAMMON,JAMES WILLIAM,0.0,0,Private,716123
MCDONALD,DANIEL VINCENT,0.0,0,Private,716128
LINSCOTT,JOHN,0.0,0,Private,71613
WEST,MAXWELL RUDOLPH,0.0,0,Private,716147
HICKEY,WALSH PHILIP,0.0,0,Private,716151
MEADOWS,WILLIAM JAMES,0.0,0,Private,716154
DUNHAM,CLARENCE,0.0,0,Private,716162
MANCKTELOW,JACOB ALAN,0.0,0,Private,71617
MCDONALD,ANGUS,0.0,0,Private,716173
SMITH,VINCENT FRANCIS,0.0,0,Private,716181
CHAMBERS,GORDON LAWRENCE,0.0,0,Private,716184
NELSON,RUPERT PETER,0.0,0,Private,716196
KEIR,ALEXANDER EDMUND,0.0,0,Private,7162
GREEN,JAMES,0.0,0,Private,716200
STOUTLEY,RALPH LESLIE,0.0,0,Private,716208
HENDERSON,ALEXANDER HUGH,0.0,0,Private,716209
GRAHAM,LEITH,0.0,0,Private,716214
FISHER,RENTON,0.0,0,Private,716236
WATSON,THOMAS,0.0,0,Private,716240
DUNCAN,GEORGE SMITH,0.0,0,Private,716245
SWAN,CALVIN ANDERSON,0.0,0,Private,716246
SUMIEJSKI,ANTHONY RICHARD,0.0,0,Private,716253
ASH,NORMAN,0.0,0,Private,716254
ASH,ROLLIE,0.0,0,Private,716258
MCQUEEN,THOMAS,0.0,0,Private,71628
KIRK,ANDREW OWEN,0.0,0,Private,7163
POOLE,THOMAS,0.0,0,Private,71635
ROBERTSON,CHARLES GILBERT,0.0,0,Private,71639
SMITH,WILLIAM EDWARD,0.0,0,Private,71641
TAIT,CYRIL WILFRED,0.0,0,Private,71646
TETLOW,FRANK,0.0,0,Private,71647
VANATTA,WALTER,0.0,0,Private,71649
LANG,GILBERT,0.0,0,Private,7165
ABRAM,GEORGE PERCY,0.0,0,Corporal,71663
BARNHILL,JAMES,0.0,0,Private,71666
CHALMERS,HOWARD ALEXANDER DESCHAMPS,0.0,0,Sergeant,71677
CHISHOLM,JACK,0.0,0,Private,71678
CLARK,HECTOR,0.0,0,Lance Corporal,71679
FRITZ,SIDNEY,0.0,0,Sergeant,71690
HOGARTH,WILLIAM,0.0,0,Corporal,71693
MOSS,SIDNEY RICHARD,0.0,0,Private,71709
MERCER,FRANK EDWIN,0.0,0,Corporal,71715
WHITE,FRANK,0.0,0,Private,7173
STEVENSON,ANDREW,0.0,0,Private,71735
WARD,CHARLES DORSETT,0.0,0,Corporal,71743
WEIR,DAVID,0.0,0,Private,71745
LEITCH,BRUCE MAYMON,0.0,0,Air Mechanic 2nd Class,71754
MCCARTHY,ROBERT DANIEL,0.0,0,Private,71758
MALEY,JOHN,0.0,0,Private,7176
SMEATON,JOHN BURGH,0.0,0,Private,71760
GREIG,JAMES MCLAY,0.0,0,Corporal,71762
STORY,JOHN DIXON,0.0,0,Private,71768
MASON,HAROLD EDWIN BARRY,0.0,0,Private,7177
THORPE,NORMAN HAROLD,0.0,0,Air Mechanic 1st Class,71772
ANDREWS,FRED,0.0,0,Private,71773
AITKENS,JOHN,0.0,0,Private,71777
BURNETT,JOHN,0.0,0,Private,71779
MEYER,ALBERT HENRY,0.0,0,Private,7179
CANNON,KENNETH,0.0,0,Private,71792
CURRIE,THOMAS,0.0,0,Private,71799
ROSS,ALBERT CHARLES,0.0,0,Sergeant,718004
BARRETT,HERBERT ROBERT,0.0,0,Private,718025
DALY,DANIEL,0.0,0,Private,71803
COPELAND,JOHN PAGAN,0.0,0,Private,718034
MACDOUGALL,DONALD,0.0,0,Sapper,718043
FERGUSON,JOHN,0.0,0,Private,71805
HARE,WILLIAM SAMUEL,0.0,0,Sergeant,718070
HILL,GEORGE HORACE,0.0,0,Pioneer,718071
BURMAN,JOHN WILLIAM,0.0,0,Air Mechanic 2nd Class,71808
COLEMAN,WILLIAM,0.0,0,Private,718101
HOUSTON,JAMES ISAAC,0.0,0,Private,718116
BOULTON,WILLIAM,0.0,0,Private,718126
MATTHEWS,JOHN,0.0,0,Private,718129
DOWKER,JAMES HUTCHINSON,0.0,0,Private,718135
JAFFREY,JOHN,0.0,0,Private,71815
MUTCH,GEORGE ARTHUR,0.0,0,Private,718151
KIRK,WILLIAM,0.0,0,Private,71816
KIRKWOOD,WILLIAM HUGH,0.0,0,Private,71817
HOWARD,FREDERICK JOHN,0.0,0,Private,718184
WARWICK,WILLIAM ELLIS,0.0,0,Private,718185
LUDEMAN,FREDERICK,0.0,0,Private,71819
BAGULEY,FREDERICK,0.0,0,Private,718192
BRYANT,WILLIAM,0.0,0,Private,718199
IRONSIDE,LEONARD JOHN,0.0,0,Private,718207
COLLIER,WILLIAM JAMES,0.0,0,Sapper,718209
WALLACE,ALEXANDER WILLIAM,0.0,0,Private,718212
BURDETT,NORMAN,0.0,0,Private,718221
GAUGHAN,LUKE,0.0,0,Lance Corporal,718222
SOPP,ALBERT WALTER,0.0,0,Private,718227
MAY,HENRY THOMAS,0.0,0,Private,71823
COX,ERNEST JAMES,0.0,0,Private,71823
WEBB,MATTHEW,0.0,0,Sergeant,718230
PARKER,HERBERT WESLEY,0.0,0,Private,718235
ROBERTS,JOHN,0.0,0,Private,718244
KIRBY,ALFRED JAMES,0.0,0,Private,718249
ANDERSON,WILLIAM JAMES,0.0,0,Corporal,718256
PATTISON,ROBERT,0.0,0,Private,718269
MAYNARD,MILES,0.0,0,Private,718276
MCNAIR,ARTHUR FRANKLIN,0.0,0,Sergeant,718278
PRICE,VICTOR JOHN,0.0,0,Private,718279
MCCRACKEN,SAMUEL,0.0,0,Private,71828
BLAKE,GEORGE ALBERT,0.0,0,Private,718283
MASON,EDWARD MARTIN WALSH,0.0,0,Private,718288
DUPAS,JOSEPH,0.0,0,Private,718294
DICK,GEORGE,0.0,0,Private,718297
LEE,WILLIAM JAMES,0.0,0,Sergeant,718304
BEVAN,SYDNEY JAMES,0.0,0,Private,718339
JOHNSTON,REGINALD JOSEPH WINFIELD,0.0,0,Private,718342
JOHNSON,JOHN GILBERT,0.0,0,Private,718371
EIRIKSSON,SIGURDUR JOHN,0.0,0,Private,718373
RAINEY,JAMES,0.0,0,Private,71838
STARR,FREDERICK SAMUEL,0.0,0,Private,718387
RICKARDS,GEORGE,0.0,0,Private,71839
THICKETT,ALBERT,0.0,0,Private,718398
DUNN,WILLIAM,0.0,0,Private,718402
SPARLING,HARRY JOSEPH,0.0,0,Private,718405
SOLE,GUSTAVE OLIVER,0.0,0,Lance Corporal,718415
ROWLES,STANLEY BOOTE,0.0,0,Private,718419
STEWART,GEORGE,0.0,0,Private,71842
PAGE,ERNEST,0.0,0,Private,718427
DANIELS,CHARLES,0.0,0,Private,718433
BURKELL,GEORGE RAYMOND,0.0,0,Private,718441
MCMILLAN,JOHN,0.0,0,Private,718448
FRANCIS,PRYCE,0.0,0,Private,718449
SCHOFIELD,ALFRED,0.0,0,Lance Corporal,71845
FLETT,ALEXANDER SAMUEL,0.0,0,Private,718458
DOW,COLIN STANLEY,0.0,0,Private,718473
MCKELLAR,WILLIAM DAVID,0.0,0,Sergeant,718474
LINDER,SAMUEL MONTGOMERY,0.0,0,Private,718478
PATTERSON,JOHN,0.0,0,Private,718479
SWEEZEY,JOSEPH H,0.0,0,Sergeant,718480
FINGLAND,JOHN COLIN,0.0,0,Private,718484
KERR,WILLIAM,0.0,0,Lance Corporal,718485
LOAN,GEORGE,0.0,0,Private,718493
BOX,REGINALD GEORGE,0.0,0,Private,718499
BUSWELL,JOHN ELIJAH,0.0,0,Private,718500
WAITE,LEONARD PERCY,0.0,0,Private,718512
MCWILLIAMS,HENRY,0.0,0,Private,718526
MANSFIELD,JACK LAIRD,0.0,0,Private,71854
BLUE,LORNE ALEXANDER,0.0,0,Second Corporal,718548
ATTON,WILLIAM,0.0,0,Sergeant,71856
PIRIE,JOHN,0.0,0,Private,718562
THOMPSON,ELMOR COOKE,0.0,0,Sapper,718565
FOWLES,STEPHEN MCDERMOTT,0.0,0,Private,718566
DODWELL,REGINALD FREDERICK,0.0,0,Private,718571
MCINTYRE,HENRY STEWART,0.0,0,Private,718572
DETMOLD,ALBERT HENRY,0.0,0,Private,718573
IRVINE,THOMAS,0.0,0,Private,718576
PATTERSON,THOMAS,0.0,0,Company Sergeant Major,71860
RILEY,WILLIAM MARTIN,0.0,0,Private,718600
CHARTRAND,ALFRED,0.0,0,Sapper,718606
DAVIES,FREDERICK CHARLES,0.0,0,Lance Corporal,718608
STEPHENS,EDWARD WINSHIP,0.0,0,Private,718610
CHAPLE,GORDON,0.0,0,Private,718620
BUSWELL,GEORGE,0.0,0,Private,718625
DUNCAN,MELVILLE DOUGLAS,0.0,0,Private,718632
KENNEDY,KEITH,0.0,0,Gunner,718636
WINKLER,JOHN WILLIAM,0.0,0,Private,718639
BRUCE,ALEXANDER,0.0,0,Private,718643
MURRAY,ANGUS ALEXANDER,0.0,0,Private,718660
BROWN,JAMES,0.0,0,Private,718661
SMITH,JAMES WELLINGTON,0.0,0,Private,718667
GARDINER,CARMAN HENRY,0.0,0,Private,718673
DUNCAN,FIRTH,0.0,0,Private,718675
GILLILAND,JOHN,0.0,0,Private,718679
APPLEBY,WILLARD HIRAM,0.0,0,Private,718681
GREENTREE,CHARLES WILLIAM,0.0,0,Sapper,718687
MANNING,FRANCIS JAMES,0.0,0,Private,718699
MCLEOD,ALEXANDER URQUHART,0.0,0,Sergeant,71870
TOMLINSON,THOMAS,0.0,0,Private,718728
MEIKLEJOHN,GRAHAM ALEXANDER,0.0,0,Private,718729
FRANCIS,JAMES ERNEST,0.0,0,Private,718731
HUNT,ARTHUR WINTER,0.0,0,Private,718733
BURRELL,CHARLES,0.0,0,Private,718738
SANDERSON,WILLIAM,0.0,0,Private,718743
GORRIE,JOHN,0.0,0,Private,718755
THOMAS,GEORGE EDWARD,0.0,0,Private,718759
BAKER,JOHN PERCIVAL,0.0,0,Private,71876
BLACKWELL,DAVID WILLIAM,0.0,0,Private,71877
REID,GEORGE BEAUMONT,0.0,0,Lance Corporal,718773
HILL,MAYNARD,0.0,0,Private,718777
ANDERSON,JAMES,0.0,0,Private,718779
MCCRAE,ROBERT HENDERSON,0.0,0,Private,718793
KUNDERT,JACOB,0.0,0,Private,718794
PRESTON,SYDNEY,0.0,0,Private,7188
ANDERSON,ANDREW HERBERT,0.0,0,Private,718804
BONE,ATONE,0.0,0,Private,718805
ROSE,JAMES,0.0,0,Private,718808
RALSTON,CYRUS BAILEY,0.0,0,Private,718836
TOY,ARTHUR,0.0,0,Corporal,718838
MCMARTIN,WILLIAM,0.0,0,Private,718847
RAPLEY,DAVID HORACE,0.0,0,Private,718864
SANDERSON,HUGH ROBERT,0.0,0,Private,718866
PROVEN,ERNEST ALBERT,0.0,0,Private,718867
KLEMET,HERMAN,0.0,0,Private,718871
PEDERSEN,GEORGE,0.0,0,Private,718872
PATTERSON,HENRY DUNCAN,0.0,0,Private,718884
MCNICOL,WALTER STEWART,0.0,0,Private,718887
SMITH,JOHN ALEXANDER,0.0,0,Private,718892
PARKER,HARRY,0.0,0,Private,7189
NOVDAHL,ARNE,0.0,0,Private,718904
THOMPSON,JAMES HARRISON,0.0,0,Private,718905
KING,ARTHUR HENRY,0.0,0,Private,718920
SAVARD,LOUIS,0.0,0,Private,718925
SMITH,ROY,0.0,0,Private,718927
DUNHILL,ERNEST,0.0,0,Private,71893
SANDERSON,ROBERT,0.0,0,Private,718930
LARIVIERE,PHILIPPE,0.0,0,Private,718937
JAMES,WILLIAM,0.0,0,Private,718941
OSBORNE,HAROLD,0.0,0,Private,718955
HUNT,FRANK,0.0,0,Private,718966
MCGREGOR,CHARLES TUPPER,0.0,0,Sapper,718969
GRANDBOIS,PATRICK,0.0,0,Private,718972
BIRCH,CHARLES,0.0,0,Private,718978
PRINCE,JAMES,0.0,0,Private,7190
GOODINGS,FREDERICK CYRIL,0.0,0,Private,71900
THOMPSON,DUNCAN ANDREW,0.0,0,Private,719005
PRESTON,ALFRED ROBERT,0.0,0,Sergeant,719006
SAVNIE,LOUIS,0.0,0,Private,719009
SIMONS,ALBERT,0.0,0,Pioneer,719027
YONKHEERE,ARTHUR,0.0,0,Private,719039
RABOUR,SIDNEY,0.0,0,Private,719042
STINSON,THOMAS CLARENCE,0.0,0,Private,719049
FOX,CECIL,0.0,0,Private,719052
SINCLAIR,JOHN ANDREW,0.0,0,Private,719056
SCHRAG,ELIUD JOSEPH,0.0,0,Private,719061
SALMON,ARTHUR DAWSON,0.0,0,Corporal,719062
RYAN,JOHN MOSES,0.0,0,Private,719063
REID,JOHN LINDSAY,0.0,0,Private,719067
HUNT,GEORGE HENRY JOSEPH,0.0,0,Private,71907
DIEHL,MILFORD JOHN,0.0,0,Private,719071
GIBBINS,HENRY,0.0,0,Private,719074
RANICHE,JACOB,0.0,0,Private,719082
HEDGES,THOMAS WILLIAM,0.0,0,Private,719089
HOWICK,ALFRED,0.0,0,Private,71909
JOHNSON,PAUL,0.0,0,Private,719098
ROSEMAN,ROBERT,0.0,0,Private,7191
CHRISTIAN,DONALD,0.0,0,Private,719107
BETHEL,WILLIAM EDLEY,0.0,0,Private,719115
BURFORD,JAMES,0.0,0,Private,719120
KING,CHARLES GABRIEL,0.0,0,Private,719121
DICKINSON,NORMAN,0.0,0,Private,719138
KANN,HUBERT FREDERICK,0.0,0,Corporal,71914
STEAD,GILBERT,0.0,0,Private,719148
BOWMAN,JOHN,0.0,0,Private,719150
MINNS,ALFRED JOHN,0.0,0,Private,719155
WILLERTON,JOSEPH,0.0,0,Private,719161
KIPPEN,JOHN ALEXANDER,0.0,0,Private,719172
MCDOUGALL,LESLIE LORNE,0.0,0,Private,719173
WHITE,FRANCIS,0.0,0,Private,719179
HILL,VICTOR,0.0,0,Private,719193
REID,JAMES HENRY,0.0,0,Private,7192
MOORE,ALBERT EDWARD,0.0,0,Private,71922
MILNE,RITCHIE,0.0,0,Private,71925
MCGREGOR,JAMES ANGUS,0.0,0,Private,71926
RAYMOND,CHARLES,0.0,0,Private,7193
MCCARTHY,WILLIAM,0.0,0,Sapper,71931
MAYNARD,WILLIAM STANLEY,0.0,0,Private,71933
ROBBINS,CALEB,0.0,0,Corporal,7194
PALMER,ALBERT GEORGE,0.0,0,Private,71945
PAVER,JOSEPH WILLIAM,0.0,0,Private,71946
POILE,GEORGE,0.0,0,Private,71948
ROSS,WILLIAM,0.0,0,Corporal,71950
ROE,JAMES BERTRAM OSWALD,0.0,0,Private,71951
SMALLMAN,WILLIAM,0.0,0,Private,71955
MACKIE,JOHN,0.0,0,Private,71958
VIZNAUGH,ARCHIBALD JAMES,0.0,0,Private,71963
WATERS,SIDNEY CHARLES,0.0,0,Private,71966
WILSON,THOMAS,0.0,0,Corporal,71968
VENABLES,ARTHUR EDWARD,0.0,0,Regimental Sergeant Major (WO.I),71971
IRVING,MAIN MONTDINE MURRAY,0.0,0,Private,71972
ENNIS,ORWELL,0.0,0,Private,71974
MUIR,JAMES,0.0,0,Private,71975
THORES,ALEXANDER OXTON,0.0,0,Private,71981
MCTAGGART,DUNCAN,0.0,0,Air Mechanic 2nd Class,71981
MCMAHON,RICHARD,0.0,0,Private,71984
LEADER,JOHN,0.0,0,Private,71989
SMITH,THOMAS,0.0,0,Private,71990
SANDERSON,ROY,0.0,0,Private,71997
JAMES,ALBERT,0.0,0,Corporal,72
GOULD,PHILIP,0.0,0,Private,72
CLIFFORD,WILLIAM GEORGE,0.0,0,Private,7200
WATSON,JOHN MCGREGOR,0.0,0,Private,72005
WILSON,EDWIN GARFIELD,0.0,0,Private,7201
NORRIS,JOHN,0.0,0,Private,72011
PARKINSON,THOMAS,0.0,0,Private,72012
EASTLAKE,CHARLES MACPHERSON,0.0,0,Gunner,72026
BRIMBLE,CYRIL GEORGE MICHAEL,0.0,0,Private,72029
ROBERTSON,CHARLES,0.0,0,Lance Corporal,72048
BUCK,CHARLES SEAWARD,0.0,0,Lance Corporal,7205
SUTHERLAND,BENJAMIN,0.0,0,Private,72053
TABBERNER,RALPH KEMP,0.0,0,Private,72054
CAMERON,DUNCAN,0.0,0,Private,72059
CRANE,RICHARD,0.0,0,Air Mechanic 2nd Class,72061
SCOREY,WILLIAM HENRY,0.0,0,Sergeant,72062
WAGSTAFF,ERNEST EDWARD,0.0,0,Sergeant,72063
ANSTISS,GEORGE,0.0,0,Private,72070
BANNING,CHARLES WESLEY,0.0,0,Private,72071
BROOKS,LYMAN LESLIE,0.0,0,Sergeant,72072
MOFFATT,ALLAN CLYDE,0.0,0,Air Mechanic 2nd Class,72072
CLARK,WILLIAM,0.0,0,Private,72074
DUGGAN,GILBERT,0.0,0,Private,72077
HELDT,GEORGE FREDERICK,0.0,0,Private,72082
JOHNSTON,ROY JOHN,0.0,0,Private,72086
MCCUAIG,HOWARD,0.0,0,Private,72095
MCINNES,PETER,0.0,0,Sergeant,72099
HULL,FREDERICK WILLIAM,0.0,0,Private,7210
O'FLAHERTY,LAURENCE,0.0,0,Private,72100
BALLANTINE,WALTER,0.0,0,Private,721006
CANVIN,CHARLES HENRY,0.0,0,Private,721007
HOOKER,LEON ALVORD,0.0,0,Private,721016
KENNEDY,ALFRED JAMES,0.0,0,Private,721018
RUSSELL,JAMES,0.0,0,Corporal,72102
MCCORRISTER,ROBERT JAMES,0.0,0,Private,721026
PRUDEN,HERBERT,0.0,0,Private,721030
SKINNER,MORDEN EARL,0.0,0,Private,721031
STEVENS,ARTHUR GEORGE,0.0,0,Sergeant,721035
MOWAT,THOMAS,0.0,0,Private,721037
BIRSTON,ALEXANDER,0.0,0,Corporal,721042
JOHNSTON,JACOB MARTIN,0.0,0,Corporal,721047
SMITH,PARTICK MICHAEL,0.0,0,Private,72105
MCCRINDLE,ANDREW,0.0,0,Private,721058
STOKES,RICHARD,0.0,0,Private,721062
WILSON,RICHARD,0.0,0,Private,721062
JOHNSON,STEPHEN,0.0,0,Private,721064
REID,JOHN,0.0,0,Private,721065
TETROE,FRANK,0.0,0,Private,721067
TRIPP,ARTHUR,0.0,0,Sergeant,72108
FIDLER,EDWIN,0.0,0,Private,721080
LAKE,ALBERT EDWARD,0.0,0,Private,721082
THOMAS,JOHN,0.0,0,Private,721095
MCCORRISTER,OSWALD,0.0,0,Private,721097
SHEARD,FREDERICK,0.0,0,Sergeant,7211
JACKSON,JOHN,0.0,0,Private,721103
MCCORRISTER,WILLIAM,0.0,0,Private,721104
COOK,PERCY ROBERT,0.0,0,Private,721105
CRABB,ALFRED JOHN,0.0,0,Lance Corporal,721121
FERGUSON,ROBERT,0.0,0,Private,721122
PRIME,FRANK,0.0,0,Private,721128
BILLETT,WILLIAM CHARLES,0.0,0,Corporal,721132
COLEMAN,JOHN VERNON,0.0,0,Sapper,721133
ARMSTRONG,VICTOR,0.0,0,Private,72114
SINCLAIR,ALEXANDER GEORGE,0.0,0,Private,721161
VIZENA,LOUIS,0.0,0,Private,721173
LYONS,CHARLES EDWARD,0.0,0,Private,721174
WARE,FREDERICK WILLIAM,0.0,0,Private,721189
BJARNASON,JAMES,0.0,0,Private,721197
THOMPSON,JOHN,0.0,0,Private,721199
KIPPLING,ROBERT EDWARD,0.0,0,Private,721200
WRIGHT,ALEX ROSS,0.0,0,Private,721230
KIRBY,AUBREY JOHN,0.0,0,Private,721235
THOMSON,GILBERT JAMES,0.0,0,Private,72124
GALL,ALEXANDER,0.0,0,Private,721243
BROOKER,CHARLES,0.0,0,Private,721245
GRAHAM,JOHNSTONE,0.0,0,Private,721260
FIDLER,HENRY GEORGE,0.0,0,Private,721262
CACHTLEY,JOHN,0.0,0,Private,721263
WRIGHT,SYDNEY PERCIVAL,0.0,0,Private,721265
CAPLING,THOMAS,0.0,0,Sapper,721270
CORMODE,JAMES,0.0,0,Private,721282
HOOK,ALEXANDER,0.0,0,Private,721296
KEMBER,SYDNEY RICHARD,0.0,0,Private,721298
WHITFIELD,BERTRAM,0.0,0,Corporal,72130
COOK,REYNOLD,0.0,0,Private,721310
CLARKE,LEO,0.0,0,Corporal,72132
BROWN,WILLIAM,0.0,0,Private,721335
THROSSELL,LEONARD,0.0,0,Private,721342
BEATTIE,LAWRENCE RICHARD,0.0,0,Private,721363
MCLACHLAN,ALEXANDER ARCHIBALD,0.0,0,Private,721364
ROBERTS,IVOR,0.0,0,Private,721371
MCQUARRIE,NEIL,0.0,0,Private,721375
WESLEY,THOMAS ALEXANDER,0.0,0,Private,721376
COX,DENNIS HARTMAN,0.0,0,Private,721403
LESTER,WALDO EDWARD,0.0,0,Private,721414
HENDERSON,JAMES,0.0,0,Private,721422
BRANDON,WILLIAM,0.0,0,Private,72145
CLARK,JOHN SPENCER,0.0,0,Private,721450
DAY,THOMAS HENRY,0.0,0,Sergeant,721456
MCLEOD,GEORGE,0.0,0,Private,721460
HENRY,WILBERT JOHN,0.0,0,Private,721468
HUSTON,ARLEY,0.0,0,Private,721469
OUELLETTE,JOHN,0.0,0,Private,721470
BAKER,JAMES WILLIAM,0.0,0,Private,721484
SARGENT,FREDERICK JOHN,0.0,0,Private,721486
ADAMSON,DAVID LOWSON,0.0,0,Private,72150
DOUCETT,THOMAS JOSEPH,0.0,0,Private,72152
MARSHALL,BERTRAM,0.0,0,Private,721521
MURPHY,JAMES,0.0,0,Private,721540
PROCTOR,WILLIAM BRYSON,0.0,0,Private,721545
SHARRATT,GEORGE WILLIAM,0.0,0,Private,721549
O'CONNOR,JOHN,0.0,0,Private,721552
MUNROE,REGINALD,0.0,0,Private,721561
MITCHELL,ALEXANDER,0.0,0,Private,721562
CLEMONS,WALTER,0.0,0,Private,721564
NORTON,WILLIAM CECIL,0.0,0,Private,721574
CALDER,THOMAS,0.0,0,Private,72160
JOHNSTON,HERBERT DILLON,0.0,0,Private,721600
GABRIELS,PETER,0.0,0,Private,721601
CANNON,JOHN,0.0,0,Sergeant,721608
CHAPMAN,GUY FRANCIS,0.0,0,Private,721625
WOYTIS,JOE,0.0,0,Private,721626
MORRISON,ALEXANDER,0.0,0,Private,72163
MILLER,WILLIAM HUNTER,0.0,0,Private,721637
SNYDER,JAMES VALENTINE,0.0,0,Private,721639
PENDREIGH,THOMAS,0.0,0,Private,721648
JONES,JOHN WALTER,0.0,0,Private,721650
