Lname,Fname,Freq,Times,Rank,Regiment
MACRAE,JOHN LAWRENCE,0.0,0,Private,709674
STEEVES,GEORGE FREDERIC,0.0,0,Private,709682
WEBBER,RALPH MURRAY,0.0,0,Private,709684
MITCHELL,JUDSON EMERY,0.0,0,Private,709685
ANTHONY,WESLEY EMERY,0.0,0,Private,709686
TOWERS,WILLIAM RAINE,0.0,0,Private,709687
SMITH,WALTER BRUCE,0.0,0,Private,709689
TINKER,HARRY,0.0,0,Private,709694
JONES,KENNETH FORD,0.0,0,Private,709699
WIGSTON,DAVID,0.0,0,Private,7097
CAMERON,JAMES,0.0,0,Private,709705
FREEZE,CHARLES EDWARD,0.0,0,Private,709731
TOMILSON,CARL WILLIAM,0.0,0,Private,709734
PHILLIPS,JOHN THOMAS,0.0,0,Private,709741
RICHARDS,ROWLAND,0.0,0,Company Quarter Master Sergeant,709746
CROSSMAN,ALPHIE LLOYD,0.0,0,Private,709747
MACRAE,EVERETT WATSON,0.0,0,Lance Corporal,709749
CLARK,CHARLES HOWARD,0.0,0,Private,709752
CHAPMAN,GORDON CAMPBELL PRINGLE,0.0,0,Private,709768
GREEN,LEO ALFRED,0.0,0,Private,709772
BARR,JOHN HAZEN,0.0,0,Private,709779
HAINES,HORACE FREDERIC,0.0,0,Private,709784
RUTTER,ARTHUR MURRAY,0.0,0,Private,709786
KELLY,JOHN VINCENT,0.0,0,Private,709809
LONG,BARRY LELAND,0.0,0,Lance Corporal,709818
TUCKER,OSCAR JAMES,0.0,0,Private,709828
JEFFERY,FREDERICK BLAKE,0.0,0,Private,709829
CROSSLEY,FRED WILLIAM,0.0,0,Air Mechanic 1st Class,70983
GOUGH,WALTER ERNEST,0.0,0,Private,709834
MCBEAN,GUY,0.0,0,Private,709840
HAGERMAN,JOHN WESLEY,0.0,0,Private,709841
HAYWARD,WALTER CLARENCE,0.0,0,Private,709857
PEARSON,HAROLD GORDON,0.0,0,Private,709867
LOCKE,FREDERICK WILLIAM,0.0,0,Private,709879
LEONARD,HARRY SIMON,0.0,0,Private,709885
MULLALY,EDWARD FRANCIS,0.0,0,Private,709892
LEVERTON,JACK,0.0,0,Driver,7099
WAINWRIGHT,ROBERT JOHN,0.0,0,Sergeant,7099
OWENS,WILLIAM VINCENT,0.0,0,Private,709901
DOLAN,JAMES THOMAS,0.0,0,Sergeant,709902
WESTALL,GORDON OTTO,0.0,0,Private,709913
SMITH,ALFRED MOSES,0.0,0,Private,709925
SPEAR,JOSEPH CARROL,0.0,0,Private,709933
MACLARDY,FRANK EDGAR,0.0,0,Sapper,709936
HAWKINS,ROBIN ADERIN,0.0,0,Private,709942
CAMPBELL,FRANK EURSAL,0.0,0,Private,709947
GELDART,HANFORD JOSEPH,0.0,0,Private,709975
GRAHAM,ROY EUGENE,0.0,0,Private,709987
VOCKINS,FRED CHARLES,0.0,0,Private,71
ALLABY,PERCY RICHARD,0.0,0,Driver,71
MACINTYRE,A DANIEL,0.0,0,Lance Corporal,71
HALL,ALFRED EDWARD,0.0,0,Lance Corporal,710
MCDONALD,PHILIP,0.0,0,Private,710
LUNN,FRANK NORRIS,0.0,0,Private,710005
SUTTON,ARCHIBALD ELDON,0.0,0,Private,710015
WHEARY,RANKIN,0.0,0,Private,710017
SWEENEY,JOHN LEWIS,0.0,0,Private,710020
LEE,NEWTON,0.0,0,Private,710022
WRIGHT,HERBERT WALTER,0.0,0,Private,710040
TEAKLES,TALMAGE DE WITT,0.0,0,Private,710041
BLACK,WILLIAM THOMAS,0.0,0,Private,710042
STUART,WILLIAM,0.0,0,Private,710045
CARR,HARRY ALVIN,0.0,0,Private,710051
BREWER,ERNEST ALFRED,0.0,0,Private,710058
MCDOUGALL,DAVID FRANK,0.0,0,Private,710059
BROAD,FREDERICK WILLIAM,0.0,0,Private,710069
COLPITTS,ALBERT EDWARD,0.0,0,Private,710077
O'NEILL,JOHN GREGORY,0.0,0,Private,710079
NEVERS,REUBEN LUDLE,0.0,0,Lance Corporal,710084
WILSON,DAVID,0.0,0,Private,710097
DAY,BERTRAM,0.0,0,Private,710101
RICHARDSON,JOHN EDWARD,0.0,0,Private,710118
MYLES,HARRY JONES,0.0,0,Private,710128
ROGERS,ROY WESLEY,0.0,0,Private,710157
MILLER,ROBERT,0.0,0,Sergeant,71017
BANNISTER,ALBERT EDWARD,0.0,0,Private,710170
BUNKER,IVAN LOYS,0.0,0,Private,710171
ASHE,JOHN FERMEN,0.0,0,Private,710173
SMITH,THOMAS WILLIAM,0.0,0,Private,710181
SMITH,WILFRED JOYCE,0.0,0,Private,710182
STILWELL,GORDON OTTIS,0.0,0,Private,710185
MANNING,CLARENCE ROBERT,0.0,0,Private,710190
HARVEY,ALBERT EDWARD,0.0,0,Cadet,71028
WOODWARD,JACK REGINALD,0.0,0,Private,7103
PEPPER,REUBEN JOHN,0.0,0,Air Mechanic,71071
MACKAY,PETER,0.0,0,Private,71077
ANDERSON,DAVID,0.0,0,Private,711
CHILTON,WILLIAM DOUGLAS,0.0,0,Sapper,711
WALTON,HENRY ARTHUR,0.0,0,Private,71128
BURGES,FRANK LACKLAN,0.0,0,Private,71129
ANDREWS,ERNEST EDWARD,0.0,0,Sergeant,71135
BAKER,WALTER DOUGLAS,0.0,0,Sergeant,71139
MALSBURY,CHARLES GEORGE,0.0,0,Private,71139
FOLEY,THOMAS,0.0,0,Private,7114
CUZNER,SIDNEY STOKES,0.0,0,Sergeant,71141
CLARK,WALTER BLACKIE,0.0,0,Sergeant,71144
CAMPBELL,JOHN,0.0,0,Lance Corporal,71147
ADAMS,WILLIAM FREDERICK,0.0,0,Private,7115
GEDDES,GEORGE,0.0,0,Lance Corporal,71160
PUGSLEY,JOHN,0.0,0,Air Mechanic 2nd Class,71165
JESSIMAN,SIGNALLER GEORGE JAMES,0.0,0,Private,71168
MACDONALD,NORMAN DONALD STEWART,0.0,0,Private,71175
MCCLINTOCK,JAMES DONALDSON,0.0,0,Lieutenant,71177
MCDONALD,WILLIAM,0.0,0,Private,71178
MCSLOY,BERNARD CROSSE,0.0,0,Private,71185
MCKENDRICK,CHARLES RAYMOND,0.0,0,Lance Corporal,71189
MONTGOMERY,HUGH BOYD,0.0,0,Lance Serjeant,71193
MURRAY,WILLIAM,0.0,0,Sergeant,71196
MILLAR,HUGH,0.0,0,Private,71199
BLEES,JACK,0.0,0,Private,712
BAKER,FREDERICK,0.0,0,Private,712
BARKER,GEORGE CHARLES,0.0,0,Private,7120
NISH,JAMES HOOPER DAWSON,0.0,0,Corporal,71201
WHITE,DEANE,0.0,0,Private,712021
ARSENAULT,WILLIAM JOSEPH,0.0,0,Private,712026
BURDETTE,IVOR,0.0,0,Private,712037
CURRIE,JOHN JAMES,0.0,0,Private,712054
DOWLING,AENEAS,0.0,0,Private,712064
DOYLE,LORNE,0.0,0,Private,712067
DESROCHES,JOSEPH GEDEON,0.0,0,Private,712069
GOODWIN,BASIL,0.0,0,Private,712070
ENMAN,WELLINGTON,0.0,0,Private,712072
FARRAR,PERCY EARL,0.0,0,Private,712074
GAUDET,RAY,0.0,0,Private,712085
GALLANT,ANTHONY PROSPER,0.0,0,Private,712087
GALLANT,HECTOR,0.0,0,Private,712089
GARDNER,HORACE,0.0,0,Private,712090
GRAHAM,WILLIAM HENRY,0.0,0,Private,712092
HARRIS,EDWARD,0.0,0,Private,712096
HALL,FREDERICK EUGENE,0.0,0,Private,712100
LE CLAIR,LEMUEL,0.0,0,Private,712115
LIVINGSTON,GORDON,0.0,0,Private,712117
LYNDS,FRANCIS VERNON,0.0,0,Corporal,712126
CARWAY,PATRICK JOHN,0.0,0,Private,712127
MATHESON,ANGUS SAMUEL,0.0,0,Private,712132
MORRISON,HARRY ELDER,0.0,0,Private,712133
MUTTART,ERNEST,0.0,0,Private,712137
MARTIN,JOHN,0.0,0,Private,712138
LOVELL,WILLIAM,0.0,0,Private,712139
ROSS,WILLIAM ALEXANDER,0.0,0,Corporal,71214
MORRISON,EDWARD ROY,0.0,0,Private,712140
MCLELLAN,JAMES,0.0,0,Private,712154
MACLEOD,JOHN CAMERON,0.0,0,Private,712157
MCCORMACK,FRANK,0.0,0,Private,712163
MCKAY,ELMER REAGH,0.0,0,Private,712172
MCDONALD,FABIAN JOSEPH,0.0,0,Private,712176
MCKENZIE,GEORGE CLIFTON,0.0,0,Lance Corporal,712183
MCKINNON,JOHN,0.0,0,Private,712190
MACKENZIE,SINCLAIR ALEXANDER,0.0,0,Private,712193
MCDONALD,EWEN,0.0,0,Private,712197
PHELAN,EDWARD,0.0,0,Private,712207
ROSS,JOHN MURDOCK,0.0,0,Private,712216
SIMMONS,FREDERICK,0.0,0,Shoeing Smith,712218
WEATHERBIE,FRANCIS CHARLES,0.0,0,Private,712223
THOMAS,WILLIAM HENRY,0.0,0,Private,712224
WELSH,CLAUDE,0.0,0,Private,712232
WARREN,ROBERT WALTER,0.0,0,Private,712234
WHITE,ETHAN CLAUDE,0.0,0,Private,712238
ELDRIDGE,BRADFORD,0.0,0,Private,712250
BERTRAM,HEDLEY WALDEN,0.0,0,Corporal,712255
CAMPBELL,DOUGLASS,0.0,0,Private,712262
GAY,EDWARD NELSON,0.0,0,Private,712269
MARTIN,JOHN CAMPBELL,0.0,0,Private,712278
MCBETH,DANIEL,0.0,0,Private,712306
MCKINNON,DANIEL,0.0,0,Private,712309
MACPHEE,HAROLD LEE,0.0,0,Corporal,712311
REILLY,WILLIAM HUDSON,0.0,0,Private,712316
YOUNG,JOHN,0.0,0,Private,71232
TAYLOR,GEORGE MELVIN,0.0,0,Private,712322
ATKINS,CHARLES,0.0,0,Private,712325
FISHER,WILLIAM,0.0,0,Sergeant,71233
CHERRY,STEPHEN FRANCIS,0.0,0,Private,712335
CASWELL,NORMAN STANLEY,0.0,0,Private,712336
CRAWFORD,MICHAEL DANIEL,0.0,0,Private,712339
RITCHIE,ROBERT,0.0,0,Sergeant,71234
CAMERON,FRANCIS JAMES,0.0,0,Lance Corporal,712340
DALTON,JOHN PENDERGAST,0.0,0,Private,712343
DOIRON,CHARLES WILFRED,0.0,0,Private,712345
GARDINER,ALFRED,0.0,0,Private,712349
GUNN,DANIEL,0.0,0,Private,712350
MACARTHUR,ALEXANDER ROSS,0.0,0,Private,712367
ALLAN,JOHN,0.0,0,Corporal,71237
MCKAY,GEORGE,0.0,0,Private,712371
MCDONALD,VICTOR,0.0,0,Private,712376
MCCORMACK,JOSEPH MICHAEL,0.0,0,Private,712377
BAIN,JAMES,0.0,0,Private,71238
MACKINNON,DANIEL NEWTON,0.0,0,Private,712381
BOALCH,FREDERICK WALTER,0.0,0,Private,71240
GEDDES,THOMAS,0.0,0,Private,712410
ARSENAULT,HERCULE,0.0,0,Private,712411
ARSENAULT,FREDERICK,0.0,0,Private,712422
CASWELL,HAROLD,0.0,0,Private,712424
CHEYNE,HARRY MONCRIEF MACGILL,0.0,0,Corporal,71243
GAY,HERBERT A MCKAY,0.0,0,Private,712432
ARSENAULT,PAUL,0.0,0,Private,712433
MCKINNON,ALEXANDER DANIEL,0.0,0,Private,712440
MCDONALD,MICHAEL AUGUSTINE,0.0,0,Private,712442
ARSENAULT,PATRICK RAYMOND,0.0,0,Private,712446
MCKAY,ALEXANDER STIRLING,0.0,0,Private,712448
CAMERON,LEIGH HUNT,0.0,0,Private,712454
BLACQUIERE,JAMES NEIL,0.0,0,Private,712459
SANDERSON,JOHN WATTS,0.0,0,Private,712460
MCDONALD,WILLIAM,0.0,0,Private,712469
BRYANTON,HARRY,0.0,0,Private,712475
ELLSWORTH,JOSEPH,0.0,0,Private,712476
DOUCETTE,ERNEST,0.0,0,Private,712480
BERNARD,ALFRED,0.0,0,Private,712481
MCCOUBREY,THEOPHILUS ALEXANDER,0.0,0,Private,712483
MCINTOSH,JOHN CAMPBELL,0.0,0,Private,712492
DAVIS,CARADOG,0.0,0,Corporal,71250
GALLANT,WILLIAM,0.0,0,Private,712504
DAWSON,DAVID MAXWELL,0.0,0,Private,71251
GALLANT,JOSEPH,0.0,0,Private,712512
MCLEOD,ALEXANDER,0.0,0,Private,712514
GILLIS,DANIEL,0.0,0,Lance Corporal,712518
STEWART,SCOTT,0.0,0,Private,712522
TAYLOR,HORACE ROBERTS,0.0,0,Private,712527
DOUGLAS,JAMES WHITE,0.0,0,Private,71253
GALLANT,ARCHIBALD,0.0,0,Private,712531
DUGUID,WILLIAM MILNE,0.0,0,Sergeant,71254
MCDONALD,LOUIS JAMES,0.0,0,Private,712544
POIRIER,BELONIE,0.0,0,Private,712548
EAKIN,FREDERICK WILLIAM,0.0,0,Company Sergeant Major,71255
RICHARDS,JOHN,0.0,0,Private,712551
PERRY,GEORGE ALBERT,0.0,0,Gunner,712554
JAY,THOMAS FIDALUS,0.0,0,Private,712557
FERGIE,RICHARD HAMILTON,0.0,0,Private,71256
MCMILLAN,JOHN ANDREW,0.0,0,Private,712560
BEATON,WILLIAM,0.0,0,Private,712570
GIBBINS,JOHN WILLIAM,0.0,0,Sergeant,71258
MACEACHERN,ANDREW JOSEPH,0.0,0,Private,712580
COBB,FREDERICK ARTHUR,0.0,0,Private,712583
BUCHANAN,DUNCAN MELVIN,0.0,0,Private,712584
COBB,CHESTER,0.0,0,Private,712589
MCINTYRE,DONALD,0.0,0,Private,712590
MCLEOD,LESLIE WILLIAM,0.0,0,Private,712594
BOWIE,WILLIAM,0.0,0,Private,7126
ANDERSON,DANIEL HENRY,0.0,0,Private,712603
HOOPER,ELLIS,0.0,0,Private,712612
GALLANT,SYLVINE JOSEPH ARTHUR,0.0,0,Private,712613
MCLELLAN,JOSEPH,0.0,0,Private,712617
CROKEN,JOSEPH ARNOLD,0.0,0,Private,712619
CHAISSON,WILLIAM,0.0,0,Private,712624
DUKE,HARRY SPENCER,0.0,0,Private,712626
HARDMAN,WILFRED,0.0,0,Private,71263
MCAULAY,PIUS JAMES,0.0,0,Private,712649
DESROCHE,ARTHUR,0.0,0,Private,712660
MACPHEE,DANIEL,0.0,0,Private,712665
HOLLAND,THOMAS VINCENT,0.0,0,Private,712669
BUCHANAN,ALEXANDER,0.0,0,Private,712670
MURRAY,HECTOR,0.0,0,Private,712671
CORNEY,GEORGE SYDNEY,0.0,0,Private,712679
ROSS,DAVID,0.0,0,Private,712694
HOUSE,ALBERT WILLIAM,0.0,0,Lance Corporal,71270
ARSENAULT,BENJAMIN,0.0,0,Private,712702
ARSENAULT,FRANK ARTHUR,0.0,0,Private,712705
CAHILL,MAURICE EDMUND,0.0,0,Private,712707
GOTELL,THOMAS,0.0,0,Private,712708
RICHARD,DANIEL,0.0,0,Private,712718
PRAUGHT,BAZIL LEO,0.0,0,Private,712719
GILLIS,GABRIEL,0.0,0,Private,712722
MCDONALD,WILLIAM STYMAS,0.0,0,Private,712726
GALLANT,JOSEPH,0.0,0,Private,712741
GALLANT,ARTHUR,0.0,0,Private,712747
KELLY,ALBERT,0.0,0,Private,71275
BOYLES,AMBROSE EDWARD,0.0,0,Private,712750
PETERS,HENRY LEO,0.0,0,Private,712755
NORMAN,JAMES PERCY,0.0,0,Private,712760
THOMAS,ARTHUR EDWIN,0.0,0,Private,712761
MCKINNON,HILARY,0.0,0,Private,712762
WAITE,SANFORD,0.0,0,Private,712768
MATHESON,EDWARD ARCHIBALD,0.0,0,Private,712769
WIGGINS,CHARLES KINGSLEY,0.0,0,Private,712778
KIDD,JOHN ALBERT,0.0,0,Sergeant,71278
MATHESON,JOHN ALEX,0.0,0,Private,712780
MILLIGAN,CLAUDE,0.0,0,Private,712795
HOWATT,JOHN GOODWILL,0.0,0,Private,712811
ROBINSON,HARRY,0.0,0,Private,712813
TAYLOR,JAMES,0.0,0,Private,712821
MARTIN,FREDERICK,0.0,0,Private,712823
MARTIN,WHITNEY,0.0,0,Private,712827
MCRAE,ALEXANDER RODERICK,0.0,0,Private,712829
ARSENAULT,JOSEPH,0.0,0,Private,712842
MARTIN,ALFRED WRIGHT,0.0,0,Sapper,71285
ROGERSON,RICHARD GARFIELD,0.0,0,Private,712854
MURCHISON,JOHN MALCOLM,0.0,0,Private,712858
ARSENAULT,PETER SYLVERE,0.0,0,Private,712869
DEVINE,ERNEST,0.0,0,Private,712880
BROOKS,VICTOR FREDERICK,0.0,0,Private,712886
CALLAN,EDWARD,0.0,0,Bugler,7129
GALLANT,TENNISLAUS,0.0,0,Private,712901
JEWERS,IRA WALLACE,0.0,0,Private,712918
MURRAY,PETER,0.0,0,Corporal,71292
MCASSEY,GEORGE HEASON,0.0,0,Lance Serjeant,712921
MCCALL,ROBERT,0.0,0,Armourer Corporal,71293
HAYS,STANLEY,0.0,0,Air Mechanic 2nd Class,71293
ROSS,NEIL,0.0,0,Private,712937
MACPHERSON,JOHN ROBERT,0.0,0,Private,712949
WALKER,MICHAEL FELIX,0.0,0,Private,712950
IRVING,JAMES,0.0,0,Private,712951
PRAUGHT,DENNIS PATRICK,0.0,0,Private,712953
POOLE,,0.0,0,Private,712958
KEEFE,GEORGE,0.0,0,Private,712959
MCCORMACK,MICHAEL JOHN,0.0,0,Private,712965
WARREN,WELLINGTON POPE,0.0,0,Private,712970
ARSENAULT,JEROME,0.0,0,Private,712976
LOWTHER,CHARLES,0.0,0,Private,712978
O'BRIEN,GEORGE,0.0,0,Corporal,71298
LOWRY,LESTER,0.0,0,Private,712985
OLDRIEVE,EWART,0.0,0,Private,71299
NICHOLSON,JOHN SAMUEL,0.0,0,Private,712993
MACGREGOR,CECIL EDGAR,0.0,0,Private,712995
MACDONALD,HARRY ARCHIBALD,0.0,0,Private,712997
MOFFAT,ROBERT JOHN,0.0,0,Private,713
CRANE,JAMES EDWIN,0.0,0,Private,713008
REES,HAROLD JAMES,0.0,0,Corporal,71301
MCKINNON,ALLAN JOSEPH,0.0,0,Lance Corporal,713015
MCDONALD,RONALD JOSEPH,0.0,0,Private,713017
REID,GEORGE,0.0,0,Sergeant,71302
ROSE,DONALD,0.0,0,Private,71303
STANLEY,GEORGE HENRY,0.0,0,Private,713032
WIGMORE,JOSPEH ANDERSON,0.0,0,Private,713037
RILEY,CHARLES,0.0,0,Private,713038
FINLAYSON,JOHN PHILIP,0.0,0,Private,713041
GALLANT,EMMANUEL JOSEPH,0.0,0,Private,713042
MCAULEY,PETER ADOLPHUS,0.0,0,Private,713048
MCRAE,FREDERICK,0.0,0,Private,713063
TRAINOR,MATTHIAS J,0.0,0,Private,713068
TRAINOR,MATTHIAS JOSEPH,0.0,0,Private,713068
MCLEOD,ALEXANDER,0.0,0,Private,713069
PETERS,ADRIEN,0.0,0,Private,713083
MCQUARRIE,JAMES ALBERT,0.0,0,Private,713087
MCLEOD,WALLACE CHRISTOPHER,0.0,0,Private,713088
MURPHY,PERCY,0.0,0,Private,713113
DUNCAN,ROBERT,0.0,0,Private,713121
DOUCETTE,MEDDIE,0.0,0,Private,713122
DOIRON,CORNELIUS,0.0,0,Private,713129
BISHOP,ORRIN,0.0,0,Private,713132
ARSENAULT,MOSES,0.0,0,Private,713136
LANE,JAMES EDGAR,0.0,0,Private,713147
MCLENNAN,JOHN AMBROSE,0.0,0,Private,713149
CANNON,ALBERT LESLIE,0.0,0,Private,713166
CHEVERIE,ALEXANDER TEMPLE,0.0,0,Private,713178
LING,ROY,0.0,0,Private,713179
MATHESON,GORDON JOHN,0.0,0,Corporal,713183
NOONAN,PATRICK BENNETT,0.0,0,Private,713184
AYLWARD,JOHN JOSEPH,0.0,0,Private,713200
JARDINE,REGINALD,0.0,0,Private,713201
MCPHERSON,JAMES,0.0,0,Private,713203
MCPHEE,JOHN,0.0,0,Private,713205
THORBURN,ROBERT,0.0,0,Lance Corporal,71321
MEGGISON,ALBERT RICHARD,0.0,0,Sapper,713214
WILKINSON,GEORGE ROBERT GOLDSMITH,0.0,0,Private,713216
BRADLEY,ALLAN JAMES,0.0,0,Private,713218
WHELAN,JOHN EDWIN,0.0,0,Private,713219
MATHESON,FREDERICK,0.0,0,Private,713220
WILSON,TEMPLE,0.0,0,Sapper,713227
MACLENNAN,NICHOLAS OLIVER,0.0,0,Private,713229
KEOUGH,EDMUND,0.0,0,Private,713237
PINEAULT,PAUL,0.0,0,Private,713240
ROCKWELL,ERNEST JOHN,0.0,0,Private,713245
ARSENAULT,THEODORE FRANCIS,0.0,0,Private,713270
KNOCKWOOD,PETER,0.0,0,Private,713279
MILLS,ROY,0.0,0,Corporal,71336
MACRAE,JOHN,0.0,0,Sergeant,71338
GREY,WILLIAM,0.0,0,Private,71341
LAMB,FREDERICK,0.0,0,Gunner,71344
ALLEN,PERCIVAL,0.0,0,Private,71347
BASHFORD,CHARLES ERNEST CORT,0.0,0,Lance Corporal,71349
BLACKLOCK,JOSEPH,0.0,0,Private,71351
BOWMAN,KENNETH GEORGE,0.0,0,Private,71353
CAMPBELL,JOHN,0.0,0,Corporal,71365
GREGSON,JOHN,0.0,0,Private,7137
DEMPSTER,EDWARD,0.0,0,Private,71370
DODD,JOSEPH,0.0,0,Private,71372
FISHER,THOMAS,0.0,0,Private,71382
HAMANN,JOSEPH,0.0,0,Private,71391
HANBURY,ERNEST,0.0,0,Private,71392
HAWKER,HERBERT,0.0,0,Private,71394
MOFFIT,ROBERT LINDSAY,0.0,0,Corporal,714
GOODALL,HENRY,0.0,0,Corporal,714
FERGUSON,JOHN,0.0,0,Private,7140
LAVERTY,GEORGE,0.0,0,Sapper,71401
OWEN,JOHN,0.0,0,Corporal,71415
POWELL,JOHN,0.0,0,Private,71418
PARKER,WILLIAM DOWNER,0.0,0,Air Mechanic 1st Class,71420
SMITH,PERCY,0.0,0,Private,71430
STRUTHERS,ROBERT EDMUND,0.0,0,Private,71431
VANSTONE,RUSSELL,0.0,0,Corporal,71438
COOPER,HARRY,0.0,0,Private,71462
CRAWFORD,FREDERICK WILLIAM,0.0,0,Private,71465
HARMAN,ARTHUR JOHN,0.0,0,Private,71481
HYNES,THOMAS,0.0,0,Sapper,71484
LUMBERT,ERNEST,0.0,0,Private,71493
LAVIOLETTE,DONALD CLEMENT,0.0,0,Corporal,71494
MANN,CYRIL WILLIAM,0.0,0,Private,71498
MAITLAND,ANDREW,0.0,0,Private,71499
ROSE,WILLIAM HENRY,0.0,0,Private,715005
BRUCE,EDWARD STANLEY,0.0,0,Private,715007
YOUNG,DAVID,0.0,0,Private,715010
MEADOWS,EARL WILLIAM,0.0,0,Private,715015
FULTON,RAYMOND,0.0,0,Corporal,715017
CLEARY,HOWARD JOSEPH,0.0,0,Private,715020
WYNN,HARRY ERNEST,0.0,0,Private,715027
GRATTO,HENRY EDWIN,0.0,0,Private,715029
HOBEN,WILLIAM DONALD,0.0,0,Private,715035
ENDACOTT,JOHN FRANCIS,0.0,0,Private,715036
JOHNSON,HARRY NOBLE,0.0,0,Private,715049
NATION,FREDERICK WANLESS,0.0,0,Private,71505
WATSON,NEIL,0.0,0,Private,715051
MATTHEWS,ANDREW MAURICE,0.0,0,Private,715053
MURRAY,HOWARD RICHARDSON,0.0,0,Private,715054
WHITEHEAD,FRANK ETHELBERT,0.0,0,Corporal,715056
FIELDING,CHARLES PRESCOTT,0.0,0,Private,715061
FISHER,GEORGE CHESTER,0.0,0,Private,715064
ORME,JOHN JOSEPH,0.0,0,Private,71507
MCDONALD,RODERICK ANGUS,0.0,0,Lance Corporal,715072
MILLS,HENRY ROBERT,0.0,0,Private,715074
CURRIE,FRANCIS,0.0,0,Private,715076
PARKER,NORMAN MACKELVIE,0.0,0,Lance Corporal,715080
WYNN,JOHN,0.0,0,Private,715085
TREEN,STANLEY,0.0,0,Private,715091
BRYSON,LYLE WHIDDEN,0.0,0,Private,715094
CROWE,GORDON MACDONALD,0.0,0,Private,715102
GRENCON,ROY,0.0,0,Private,715105
WYNN,STUART,0.0,0,Private,715106
FLETCHER,ALFRED GORDON,0.0,0,Lance Serjeant,715113
CHASE,SIDNEY GEORGE,0.0,0,Private,715119
COPE,JAMES,0.0,0,Private,715126
TREEN,BURTON,0.0,0,Lance Corporal,715137
ROBSON,JOHN STANLEY,0.0,0,Private,71514
ARSENAULT,THEOPHILE EDMUND,0.0,0,Private,715142
LANGILLE,FRANK WILLIAM,0.0,0,Private,715143
FRASER,JOHN JAMES IGNATIUS,0.0,0,Private,715150
SWAIN,SYDNEY GARFIELD,0.0,0,Private,715154
CHISHOLM,ALEXANDER KENNETH,0.0,0,Private,715157
TREMBLE,JOHN JOSEPH,0.0,0,Private,715158
DUNPHY,JAMES,0.0,0,Private,715162
LUSH,WILLIAM,0.0,0,Private,715168
BRUSH,LEONARD,0.0,0,Private,715174
MCVICAR,NEIL,0.0,0,Private,715186
MCINTYRE,JOHN ANGUS,0.0,0,Private,715197
GOWIE,HUGH,0.0,0,Private,7152
GREEN,JOHN,0.0,0,Private,7152
SUMMERTON,SAMUEL,0.0,0,Private,715203
MCCORMACK,ARCHIE,0.0,0,Private,715206
WOODWORTH,GEORGE CLIFFORD,0.0,0,Private,715213
BROWN,EDWARD DAVID,0.0,0,Private,715229
CLARK,ARTHUR WILLIAM,0.0,0,Private,715240
FAGE,WILLIAM,0.0,0,Private,715251
GUTHRO,JOHN HERBERT,0.0,0,Private,715257
MCCALLUM,DAVID WHITE,0.0,0,Private,715278
ROBERTSON,WILFRED MILNE,0.0,0,Private,715295
SIMPSON,GEORGE HALIDAY,0.0,0,Private,715299
HOLMES,CECIL,0.0,0,Private,7153
SPICER,ANDREW,0.0,0,Private,715303
STERLING,CECIL ST CLAIR,0.0,0,Private,715305
STONEHOUSE,FRANK,0.0,0,Private,715306
WARREN,WILLIAM MARSHEL,0.0,0,Private,715315
WHEATON,GEORGE,0.0,0,Private,715319
WOOD,WALLACE LAURENCE,0.0,0,Private,715323
PETTIGREW,ALCORN,0.0,0,Private,715339
CLOONEY,JAMES WILLIAM,0.0,0,Private,715342
TAYLOR,HAROLD JESSE,0.0,0,Private,715344
JONES,HERBERT,0.0,0,Private,715349
WALKER,WILLIAM GEORGE,0.0,0,Private,71535
SLADE,AUSTIN HUGH,0.0,0,Private,715350
ADAMS,DAVID ALFONSO,0.0,0,Private,715354
FROST,ERNEST RALPH,0.0,0,Private,715359
WELSTEAD,HAROLD WILFRED,0.0,0,Sergeant,71536
ADAMSON,DANIEL ROBERT,0.0,0,Sergeant,715361
BAXTER,JOSEPH RODERICK,0.0,0,Private,715364
BAIN,JAMES,0.0,0,Private,715365
CAMERON,HUGH ALEXANDER,0.0,0,Private,715369
DEE,SYLVANUS,0.0,0,Private,715371
HUGGAN,WILLIAM JAMES,0.0,0,Private,715379
HULL,COURTNEY ALBAN,0.0,0,Private,715382
MCKENZIE,HUGH DANIEL,0.0,0,Private,715397
MACPHERSON,JOHN HENDERSON,0.0,0,Private,715398
MACLEOD,DANIEL HUGH,0.0,0,Private,715402
MCPHEE,WILLIAM NORRIS,0.0,0,Private,715404
NICHOLSON,DONALD,0.0,0,Private,715405
MCPHERSON,JOHN,0.0,0,Private,71542
WRIGHT,ALAN,0.0,0,Private,715423
GILLIS,DANIEL,0.0,0,Private,715430
MCCARTHY,THOMAS,0.0,0,Private,715438
WALSH,THOMAS,0.0,0,Private,715439
WALKOF,DANIEL,0.0,0,Corporal,71544
FRASER,HENRY,0.0,0,Private,715440
DRINKWATER,THOMAS RICHARD,0.0,0,Private,715442
PILLING,FRANK CLIFFORD,0.0,0,Private,715444
MCINNIS,ROBERT,0.0,0,Private,715445
BROWN,JOHN HAROLD,0.0,0,Private,71545
MCLEOD,NEIL BENJAMIN,0.0,0,Lance Corporal,715466
STEWART,FRANK CHALLONER,0.0,0,Private,715470
JOHNSON,NEIL,0.0,0,Private,715471
JOBE,SEWARD JAMES,0.0,0,Private,715479
ROSS,DONALD GORDON,0.0,0,Private,715484
MACDONALD,CHARLES,0.0,0,Private,715491
HAWKINS,ALFRED,0.0,0,Private,7155
