LnameCas,FnameCas,LnameSol,FnameSol,Regiment,RankCasualtie,RankSoldier,Junk
PAINTED NOSE,FRANCOIS,PAINTED-NOSE,FRANCIS,1051587,1051587,Private,0
PARE,ANTONIO,PARER,ANTONIO,925737,925737,Private,0
PATRICK,JULIAN,PYM,JOHN SCARLETT,221,221,Captain,0
PENNEY,MATTHEW,PENNY,MATTHEW,877589,877589,Private,0
PILLON,NORMAN JOSEPH,PILON,NORMAN JOSEPH,2265550,2265550,Private,0
PROCTER,JOHN JAMES,PROCTOR,JOHN JAMES,643655,643655,Corporal,0
RABINOVITCH,JOSEPH BERNARD,RABINOWITCH,JOSEPH BERNARD,491495,491495,Private,0
SCANLAN,JOSEPH,SCANLON,JOSEPH,226649,226649,Private,0
SOLOMON,REGINALD (REX),SOLOMAN,REGINALD,63810,63810,Company Quarter Master Sergeant,0
ST GEORGES,MISAEL,ST GEORGE,MISCEL,3235060,3235060,Private,0
SYLVESTRE,ALPHONSE,SYLVESTER,ALFONSE,2356542,2356542,Private,0
TOURANGEAN,ALDAGE,TOURANGEAU,ALDAGE,820327,820327,Private,0
VAN BUSKIRK,WALTER GEORGE,VANBUSKIRK,WALTER GEORGE,70013,70013,Private,0
VAN HOESEN,HARRISON THOMAS,VANHOESEN,HARRISON THOMAS,3037501,3037501,Private,0
VAN LUVEN,CLAUDE BRYAN,VANLUVEN,CLAUDE BRYAN,105715,105715,Private,0
VON ZUBEN,FRANK FREDRICK,VONZUBEN,FRANK FREDERICK,3036773,3036773,Private,0
WHARREY,JOHN,WHARRY,JOHN CLARENCE,259768,259768,Private,0
WOROBETS,NICK,WOROBETZ,NICK HENRY,3207268,3207268,Private,0
ABALEA,WILLIAM MARIE,ABELEA,WILLIAM MARY,216857,216857,Sapper,0
ARSENEAULT,DANIEL JOSEPH,ARSENAULT,DANIEL JOSEPH,1030106,1030106,Private,0
BARRIER,JOSEPH,BARRIERE,JOSEPH,133206,133206,Private,0
BERTHAIUME,HARMIDAS,BERTHIAUME,HORMISDAS,61541,61541,Private,0
BILLETT,WILLIAM CHARLES,BILLET,WILLIAM CHARLES,721132,721132,Corporal,0
BLAC,PETER,BLACK,PETER,1087086,1087086,Lance Corporal,0
BROMMITT,GEORGE WILLIAM,BROMMIT,GEORGE WILLIAM,248431,248431,Corporal,0
CARTHEW,CHARLES INNES,CARTHEN,CHARLES IMES,3311445,3311445,Private,0
CLARKE,FRANCIS HENRY,CLARK,FRANCIS HENRY,3035940,3035940,Private,0
COLLERET,EDGAR,COLLERETTE,EDGAR,417352,417352,Private,0
COMING SINGER,GEORGE,COMING-SINGER,GEORGE,895373,895373,Private,0
CRIACAS,GUST,CREACAS,GUST N,1045283,1045283,Private,0
DE BURY,ROBERT WILFRED VISART,DEBURY,ROBERT WILFRED VISART,180453,180453,Sapper,0
DE JAEGHERE,CHARLES,DEJAEGHERE,CHARLES,61574,61574,Private,0
DE LA HAYE,MAURICE,DELAHAY,MAURICE EMIL L,2250,2250,Corporal,0
DOMINIQUE,ARTHUR,DOMINQUE,ARTHUR,847893,847893,Private,0
FURMAN,DENNIS,FURMAM,DENNIS,1274218,1274218,Gunner,0
HARRIS,ALMA,HOYLAND,ARTHUR,7785,7785,Regimental Sergeant Major (WO.I),0
HAVERLEY,HERBERT,HAVERLY,HERBERT STONE,3084259,3084259,Private,0
JAKAZOM,PETER,JAKAZON,PETER,2497993,2497993,Private,0
LE CAIN,JOHN,LECAIN,JOHN,32977,32977,Private,0
MACDONALD,ALEXANDER,MCDONALD,ALEXANDER CULLIN,3353788,3353788,Private,0
MACDONALD,HARRY JOSEPH,MCDONALD,HARRY JOSEPH,303509,303509,Gunner,0
MACDONALD,RONALD W,MCDONALD,RONALD,902004,902004,Private,0
MACINTOSH,DAVID BARCLAY,MCINTOSH,DAVID,19834,19834,Corporal,0
MACKAY,ALEXANDER RAYMOND,MCKAY,ALEXANDER RAYMOND,901456,901456,Private,0
MACLEOD,MALCOLM,MCLEOD,MALCOLM,447137,447137,Private,0
MACMILLAN,ROBERT JOHNSTON,MCMILLAN,ROBERT JOHNSTON,40849,40849,Gunner,0
MCCALLAN,GEOFFREY,MCCALLUM,GEOFFREY W,629580,629580,Private,0
MCDOUGALL,ARCHIBALD,MACDOUGALL,ARCHIBALD,3201541,3201541,Private,0
MCDOWELL,WILLIAM,MACDOWELL,WILLIAM A H,772197,772197,Private,0
MCKEIRNAN,THOMAS,MCKERRNAN,THOMAS,458638,458638,Private,0
MCKERCHER,PETER,MACKERCHER,PETER,132500,132500,Private,0
MCLEAN,DUNCAN,MACLEAN,DUNCAN,154155,154155,Sapper,0
MCLEOD,THOMAS,MACLEOD,THOMAS,477653,477653,Private,0
MCMAHON,ORVILLE,MACMAHON,ORVILLE DORCEY,531796,531796,Private,0
MIDDLEMASS,ROBERT,MIDDLEMAS,ROBERT,153428,153428,Sergeant,0
MOKSAN,JOSEPH,MOKSON,JOSEPH,258481,258481,Private,0
MOYNSKI,ANDRE,MOYUSKI,ANDRE,1013039,1013039,Private,0
NUN,SAMUEL,NUNN,SAMUEL FREDERICK,775541,775541,Private,0
O'BRIEN,PATRICK,OBRIEN,PATRICK,1054435,1054435,Private,0
O'DONNELL,JOHN JOSEPH,ODONNELL,JOHN JOSEPH,1033045,1033045,Private,0
O'FLAHERTY,DANIEL,OFLAHERTY,DANIEL,2710752,2710752,Sapper,0
O'KEEFE,JAMES,OKEEFE,JAMES,48581,48581,Private,0
O'KEEFE,JOHN CHARLES,OKEEFE,JOHN C,43947,43947,Bombardier,0
O'NEILL,EDWARD,ONEILL,EDWARD,3207234,3207234,Private,0
O'REILLY,ANDREW,OREILLY,ANDREW,116985,116985,Private,0
OLSEN,OSWALD,OLSON,OSWALD,246023,246023,Sergeant,0
PARK,ROBERT,PARKS,ROBERT,2246017,2246017,Private,0
PATERSON,WILLIAM,PATTERSON,WILLIAM EDWARD,2005603,2005603,Sapper,0
PENNAC,ALBERT,PENNEC,ALBERT,19939,19939,Private,0
PHILIPPS,HAROLD STUART,PHILLIPS,HAROLD,433,433,Sergeant Major,0
PITTMAN,ARTHUR HENRY,PITMAN,ARTHUR H,87222,87222,Gunner,0
PULFOR,ALBERT,PULFORD,ALBERT,919962,919962,Private,0
REDDEKOPP,ISAAC,REDDECOPP,ISAAC,4100898,4100898,Private,0
ROCHFORD,CHARLES,ROCKFORD,CHARLES,34659,34659,Private,0
RYDZEWSKI,KASIMER,RYDZEVSKY,KASMIR,2355993,2355993,Private,0
SAVOIE,THOMAS,SAVOY,THOMAS NAZAIRE,4061051,4061051,Private,0
TARASEVICH,WILLIAM,TARASEVISH,WILLIAM,1057297,1057297,Sapper,0
VAZOS,GEORGES,VAGOS,GEORGIOS,282080,282080,Private,0
CARETTE,AUGUST,CARRETTE,AUGUST,502045,502045,Private,0
COVEK,WARSEL,COWECK,WARSEL,46134,46134,Private,0
DALEY,THOMAS,DALY,THOMAS MICHAEL,63261,63261,Private,0
DE DION,RENE,DEDION,RENE,672213,672213,Gunner,0
DE YOUNG,HARRY GORDON,DEYOUNG,HARRY,2005121,2005121,Private,0
DONOGHUE,MICHAEL JOSEPH,DONOHUE,MICHAEL,2503369,2503369,Sapper,0
FORNIER,SIMEON,FOURNIER,SIMEON,61322,61322,Private,0
GREENGRASS,EDWIN,GREEN,EDWARD JAMES,159695,159695,Private,0
GRIFFITH,HUGH THOMAS,GRIFFIN,HARRY,120371,120371,Sergeant,0
JOHNS,ALEXANDER,JOHN,ALEX,219482,219482,Private,0
JOHNSON,JOHN,JOHNSTON,JOHN,400816,400816,Private,0
LE POIDEVIN,WILLIAM STANLEY,LEPOIDEVIN,WILLIAM STANLEY,526501,526501,Sergeant Major,0
MACMILLAN,JOHN ANGUS,MCMILLAN,JOHN ANGUS,437751,437751,Private,0
MCCROSSAN,PAUL ALEXANDER,MCCROSSON,PAUL ALEX,510579,510579,Private,0
MCKENZIE,ANGUS,MACKENZIE,ANGUS,130185,130185,Serjeant,0
MCLEOD,KEITH HAMILTON,MACLEOD,KEITH HAMILTON,111311,111311,Sapper,0
O'DONNELL,CHARLES JAMES,ODONNELL,CHARLES JAMES,919373,919373,Private,0
OETEGENN,CHARLES ARMOUR,OELEGENN,CHARLES ARMOUR,154981,154981,Corporal,0
THORNBANK,WILLIAM HERBERT,THORNBACK,WILLIAM HERBERT,1890,1890,Gunner,0
ALLEN,ROBERT,ARMSTRONG,ROBERT,180574,180574,Private,0
GOVET,ARCHIE,GOVETT,ARCHIE,2503000,2503000,Sapper,0
HINCHCLIFFE,JAMES ARTHUR,HINCHLIFFE,JAMES A,231416,231416,Private,0
MACDONALD,MALCOLM,MCDONALD,MALCOLM,21742,21742,Private,0
MACGREGOR,CECIL EDGAR,MCGREGOR,CECIL EDGAR,712995,712995,Private,0
MCKENZIE,GEORGE HUGH,MACKENZIE,GEORGE HUGH,222269,222269,Private,0
O'NEILL,FREDERICK,ONEILL,FREDERICK,83465,83465,Gunner,0
O'NEILL,REGINALD WILLIAM,ONEILL,REGINALD WILLIAM,214253,214253,Private,0
O'ROURKE,TIMOTHY,OROURKE,TIM,439575,439575,Private,0
SIDERS (WILSON),BERT LOYD,SIDERS,BERT LOYD,2139859,2139859,Private,0
TARDIF,LORENZO,TARDIFF,LORENZO,417795,417795,Private,0
BETHEL,CHARLES EDWARD,BETHELL,CHARLES EDWARD,26655,26655,Sergeant,0
GOUCH,JOHN ADRIAN,GOUGH,JOHN ADRIAN,1048528,1048528,Private,0
HAMON,ROBERT,HAMMON,ROBERT,24262,24262,Private,0
KNAP,WILLIAM HAROLD,KNAPP,WILLIAM HAROLD,23283,23283,Lieutenant,0
MOLUN,CARL ARNOLD,MOLIN,CHARLES,701064,701064,Private,0
O'CONNELL,GORDON JOHN,OCONNELL,GORDON J,304385,304385,Gunner,0
